heat_id,grade_id,source,C,Mn,Cr,Mo,Ni,Si,V,Cu,Al,austenitize_T,quench_medium,temper_T,tensile_strength,yield_strength,elongation,reduction_area,impact_J_avg,condition,hardness,split,data_tier,steel_family
emk_EMK0818_1133,EMK0818,EMK_spec,0.07,1.5,19.0,2.25,10.5,1.5,0.0,0.5,,1050.0,water,,440.0,185.0,30.0,52.9,60.0,,25.0,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0819_1134,EMK0819,EMK_spec,0.07,1.5,19.0,2.25,10.5,1.5,0.0,0.5,,1050.0,water,,440.0,185.0,25.0,40.2,121.0,,23.2,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK0832_1139,EMK0832,EMK_spec,0.16,1.3,0.3,0.1,0.3,0.4,0.0,0.25,0.0375,900.0,,,415.0,245.0,,45.9,80.5,,22.0,pretrain,emk_spec_verified,carbon_low
emk_EMK0843_1144,EMK0843,EMK_spec,0.185,0.625,13.0,,0.5,1.0,0.0,0.25,,1000.0,oil,650.0,655.0,552.0,,28.8,49.1,,70.0,pretrain,emk_spec_verified,stainless_martensitic
emk_EMK0908_1187,EMK0908,EMK_spec,0.35,1.35,1.5,0.85,0.99,,0.0,,,850.0,oil,580.0,931.0,862.0,,23.5,51.0,,66.3,pretrain,emk_spec_verified,low_alloy_QT
emk_EMK0909_1188,EMK0909,EMK_spec,0.55,1.2,0.95,0.5,0.99,,0.0,,,850.0,oil,580.0,724.0,655.0,,39.8,35.1,,70.0,pretrain,emk_spec_verified,low_alloy_QT
emk_EMK0910_1189,EMK0910,EMK_spec,0.105,0.4,0.08,0.02,0.08,0.03,0.0,0.08,0.05,900.0,,,385.0,365.0,,59.1,113.9,,18.3,pretrain,emk_spec_verified,carbon_low
emk_EMK0911_1190,EMK0911,EMK_spec,0.06,0.265,0.08,0.02,0.08,0.03,0.0,0.08,0.05,900.0,,,540.0,530.0,,52.1,143.9,,35.3,pretrain,emk_spec_verified,carbon_low
emk_EMK0926_1194,EMK0926,EMK_spec,0.16,1.5,0.3,0.1,0.3,0.5,0.08,0.55,,900.0,,,360.0,275.0,,40.9,111.0,,21.7,pretrain,emk_spec_verified,carbon_low
emk_EMK0926_1195,EMK0926,EMK_spec,0.16,1.5,0.3,0.1,0.3,0.5,0.08,0.55,,900.0,,,360.0,265.0,,48.7,117.7,,18.8,pretrain,emk_spec_verified,carbon_low
emk_EMK0926_1196,EMK0926,EMK_spec,0.16,1.5,0.3,0.1,0.3,0.5,0.08,0.55,,900.0,,,360.0,255.0,,54.6,85.0,,20.6,pretrain,emk_spec_verified,carbon_low
emk_EMK0973_1300,EMK0973,EMK_spec,0.16,1.6,0.3,0.1,0.5,0.5,0.1,0.55,,900.0,,,450.0,355.0,19.0,49.5,98.7,,23.6,pretrain,emk_spec_verified,carbon_low
emk_EMK0973_1301,EMK0973,EMK_spec,0.16,1.6,0.3,0.1,0.5,0.5,0.1,0.55,,900.0,,,450.0,345.0,19.0,53.6,118.7,,26.1,pretrain,emk_spec_verified,carbon_low
emk_EMK0973_1302,EMK0973,EMK_spec,0.16,1.6,0.3,0.1,0.5,0.5,0.1,0.55,,900.0,,,450.0,335.0,19.0,50.3,81.3,,25.8,pretrain,emk_spec_verified,carbon_low
emk_EMK0984_1329,EMK0984,EMK_spec,0.14,1.65,0.25,0.08,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,420.0,,47.2,80.4,,30.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0984_1330,EMK0984,EMK_spec,0.14,1.65,0.25,0.08,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,500.0,410.0,,40.8,136.7,,28.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0987_1332,EMK0987,EMK_spec,0.15,1.65,0.25,0.25,0.7,0.35,0.2,0.3,0.035,870.0,air,620.0,750.0,700.0,,24.4,51.5,,55.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0987_1333,EMK0987,EMK_spec,0.15,1.65,0.25,0.25,0.7,0.35,0.2,0.3,0.035,870.0,air,620.0,750.0,680.0,,33.9,75.6,,54.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0991_1352,EMK0991,EMK_spec,0.14,1.7,0.25,0.08,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,530.0,460.0,,46.0,93.2,,32.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0991_1353,EMK0991,EMK_spec,0.14,1.7,0.25,0.08,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,530.0,440.0,,46.8,108.6,,34.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0991_1354,EMK0991,EMK_spec,0.14,1.7,0.25,0.08,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,530.0,430.0,,59.0,114.9,,34.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0992_1355,EMK0992,EMK_spec,0.14,1.7,0.25,0.08,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,530.0,460.0,,48.1,125.7,,32.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0992_1356,EMK0992,EMK_spec,0.14,1.7,0.25,0.08,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,530.0,440.0,,42.2,119.7,,32.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0992_1357,EMK0992,EMK_spec,0.14,1.7,0.25,0.08,0.7,0.55,0.08,0.3,0.035,870.0,air,620.0,530.0,430.0,,41.2,134.7,,34.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK0997_1361,EMK0997,EMK_spec,0.15,9.0,18.0,,5.0,1.0,0.0,,,1020.0,water,,680.0,370.0,45.0,39.2,71.4,,48.7,pretrain,emk_spec_verified,stainless_duplex
emk_EMK0997_1362,EMK0997,EMK_spec,0.15,9.0,18.0,,5.0,1.0,0.0,,,1020.0,water,,680.0,360.0,45.0,34.4,65.1,,46.7,pretrain,emk_spec_verified,stainless_duplex
emk_EMK0997_1363,EMK0997,EMK_spec,0.15,9.0,18.0,,5.0,1.0,0.0,,,1020.0,water,,600.0,360.0,35.0,25.9,56.6,,40.5,pretrain,emk_spec_verified,stainless_duplex
emk_EMK1001_1369,EMK1001,EMK_spec,0.2,0.65,10.75,0.65,0.4,0.5,0.2,,0.02,1000.0,oil,650.0,900.0,750.0,12.0,31.3,65.0,,70.0,pretrain,emk_spec_verified,stainless_martensitic
emk_EMK1002_1370,EMK1002,EMK_spec,0.02,1.0,15.0,,,1.0,0.0,,,,,,380.0,220.0,25.0,51.2,86.8,,20.3,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK1005_1373,EMK1005,EMK_spec,0.03,1.0,16.75,,,1.0,0.0,,,,,,400.0,250.0,23.0,44.0,103.8,,18.0,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK1007_1375,EMK1007,EMK_spec,0.03,2.0,23.0,0.35,4.5,1.0,0.0,2.0,,1020.0,water,,600.0,420.0,20.0,29.2,31.8,,38.7,pretrain,emk_spec_verified,stainless_duplex
emk_EMK1007_1376,EMK1007,EMK_spec,0.03,2.0,23.0,0.35,4.5,1.0,0.0,2.0,,1020.0,water,,600.0,400.0,20.0,21.2,76.7,,40.0,pretrain,emk_spec_verified,stainless_duplex
emk_EMK1007_1377,EMK1007,EMK_spec,0.03,2.0,23.0,0.35,4.5,1.0,0.0,2.0,,1020.0,water,,630.0,400.0,,35.0,39.3,,44.3,pretrain,emk_spec_verified,stainless_duplex
emk_EMK1010_1382,EMK1010,EMK_spec,0.03,1.0,11.5,,,1.0,0.0,,,,,,220.0,210.0,,46.0,107.7,,21.6,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK1010_1383,EMK1010,EMK_spec,0.03,1.0,11.5,,,1.0,0.0,,,,,,220.0,210.0,,43.3,97.4,,20.9,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK1011_1384,EMK1011,EMK_spec,0.03,1.0,21.5,,33.5,0.7,0.0,,0.3,1050.0,water,,450.0,90.0,35.0,42.0,147.7,,24.4,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK1016_1388,EMK1016,EMK_spec,0.4,0.8,10.5,1.05,0.5,2.5,0.0,,,1000.0,oil,650.0,930.0,760.0,14.0,32.9,64.0,,70.0,pretrain,emk_spec_verified,stainless_martensitic
emk_EMK1019_1389,EMK1019,EMK_spec,0.45,0.6,9.0,,0.5,3.0,0.0,,,850.0,oil,580.0,800.0,600.0,20.0,40.0,32.1,,70.0,pretrain,emk_spec_verified,low_alloy_QT
emk_EMK1023_1392,EMK1023,EMK_spec,0.375,1.0,14.5,0.5,,1.0,0.125,,,1000.0,oil,650.0,977.0,138.0,,33.8,55.7,,41.0,pretrain,emk_spec_verified,stainless_martensitic
emk_EMK1024_1393,EMK1024,EMK_spec,0.08,2.0,17.0,2.75,12.0,1.0,0.0,,,1050.0,water,,580.0,310.0,55.0,40.4,98.2,,70.0,pretrain,emk_spec_verified,stainless_austenitic
emk_EMK1025_1394,EMK1025,EMK_spec,0.25,1.25,13.0,1.25,0.85,,0.0,,,1000.0,oil,650.0,855.0,676.0,8.0,24.1,63.8,,65.9,pretrain,emk_spec_verified,stainless_martensitic
emk_EMK1026_1395,EMK1026,EMK_spec,0.08,1.0,13.0,,,1.0,0.0,,,,,,485.0,275.0,20.0,49.3,85.2,,28.1,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK1031_1400,EMK1031,EMK_spec,0.03,1.0,14.5,0.5,0.5,0.85,0.0,0.5,1.5,,,,380.0,230.0,20.0,48.2,112.9,,19.6,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK1034_1403,EMK1034,EMK_spec,0.03,1.0,18.0,0.5,0.5,0.85,0.0,0.5,0.85,,,,430.0,260.0,18.0,59.3,85.7,,24.2,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK1035_1404,EMK1035,EMK_spec,0.03,1.0,19.5,,,1.0,0.0,,,,,,430.0,250.0,18.0,40.1,134.6,,23.7,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK1042_1411,EMK1042,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,355.0,,46.8,97.4,,25.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1042_1412,EMK1042,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,355.0,,43.3,96.1,,26.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1042_1413,EMK1042,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,345.0,,49.2,119.2,,29.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1042_1414,EMK1042,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,335.0,,49.8,107.0,,27.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1042_1415,EMK1042,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,325.0,,43.5,131.3,,28.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1042_1416,EMK1042,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,460.0,320.0,,42.3,133.4,,27.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1042_1417,EMK1042,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,450.0,300.0,,55.4,83.7,,25.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1043_1418,EMK1043,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,355.0,,55.8,109.5,,27.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1043_1419,EMK1043,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,355.0,,47.0,108.6,,27.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1043_1420,EMK1043,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,345.0,,51.0,120.3,,28.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1043_1421,EMK1043,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,335.0,,43.9,107.0,,25.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1043_1422,EMK1043,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,325.0,,52.0,106.9,,25.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1043_1423,EMK1043,EMK_spec,0.14,1.325,0.25,0.08,0.7,0.55,0.06,0.3,0.035,870.0,air,620.0,470.0,325.0,,58.0,127.4,,25.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1044_1424,EMK1044,EMK_spec,0.21,1.6,0.1,0.3,0.1,0.6,0.0,0.1,0.055,870.0,air,620.0,950.0,900.0,12.0,36.9,30.0,,64.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1045_1425,EMK1045,EMK_spec,0.1,0.75,0.55,0.38,1.9,0.4,0.0,0.5,0.05,870.0,air,620.0,650.0,600.0,15.0,32.9,50.0,,45.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1046_1426,EMK1046,EMK_spec,0.1,0.75,0.55,0.38,1.9,0.4,0.0,0.5,0.05,870.0,air,620.0,950.0,900.0,12.0,20.0,50.0,,63.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1058_1430,EMK1058,EMK_spec,0.16,2.1,0.3,0.2,0.8,0.6,0.12,0.55,,870.0,air,620.0,530.0,460.0,15.0,42.9,120.3,,32.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1058_1431,EMK1058,EMK_spec,0.16,2.1,0.3,0.2,0.8,0.6,0.12,0.55,,870.0,air,620.0,530.0,440.0,15.0,49.9,96.7,,33.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1058_1432,EMK1058,EMK_spec,0.16,2.1,0.3,0.2,0.8,0.6,0.12,0.55,,870.0,air,620.0,530.0,430.0,15.0,44.5,131.4,,33.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1059_1433,EMK1059,EMK_spec,0.16,2.1,0.3,0.2,0.8,0.6,0.12,0.55,,870.0,air,620.0,580.0,500.0,17.0,52.3,86.3,,38.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1059_1434,EMK1059,EMK_spec,0.16,2.1,0.3,0.2,0.8,0.6,0.12,0.55,,870.0,air,620.0,580.0,480.0,17.0,43.1,149.4,,36.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1059_1435,EMK1059,EMK_spec,0.16,2.1,0.3,0.2,0.8,0.6,0.12,0.55,,870.0,air,620.0,580.0,460.0,17.0,45.3,144.4,,37.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1060_1436,EMK1060,EMK_spec,0.16,1.8,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,600.0,550.0,12.0,24.9,43.0,,41.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1060_1437,EMK1060,EMK_spec,0.16,1.8,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,600.0,530.0,12.0,29.9,33.3,,41.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1060_1438,EMK1060,EMK_spec,0.16,1.8,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,600.0,500.0,12.0,21.3,77.1,,41.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1061_1439,EMK1061,EMK_spec,0.16,1.9,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,650.0,600.0,11.0,28.8,37.4,,46.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1061_1440,EMK1061,EMK_spec,0.16,1.9,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,650.0,580.0,11.0,30.1,51.3,,43.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1061_1441,EMK1061,EMK_spec,0.16,1.9,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,650.0,550.0,11.0,35.6,56.0,,46.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1062_1442,EMK1062,EMK_spec,0.16,1.5,0.3,0.1,0.3,0.5,0.08,0.55,,900.0,,,360.0,275.0,,48.1,92.5,,20.8,pretrain,emk_spec_verified,carbon_low
emk_EMK1062_1443,EMK1062,EMK_spec,0.16,1.5,0.3,0.1,0.3,0.5,0.08,0.55,,900.0,,,360.0,265.0,,45.2,124.0,,21.3,pretrain,emk_spec_verified,carbon_low
emk_EMK1062_1444,EMK1062,EMK_spec,0.16,1.5,0.3,0.1,0.3,0.5,0.08,0.55,,900.0,,,360.0,255.0,,58.2,105.9,,20.3,pretrain,emk_spec_verified,carbon_low
emk_EMK1064_1445,EMK1064,EMK_spec,0.16,1.8,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,600.0,550.0,12.0,24.8,71.7,,38.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1064_1446,EMK1064,EMK_spec,0.16,1.8,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,600.0,530.0,12.0,37.3,65.1,,40.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1064_1447,EMK1064,EMK_spec,0.16,1.8,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,600.0,500.0,12.0,20.7,61.4,,38.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1065_1448,EMK1065,EMK_spec,0.16,1.9,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,650.0,600.0,11.0,23.6,66.9,,45.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1065_1449,EMK1065,EMK_spec,0.16,1.9,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,650.0,580.0,11.0,22.7,32.5,,47.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1065_1450,EMK1065,EMK_spec,0.16,1.9,0.3,0.5,0.8,0.6,0.2,0.55,,870.0,air,620.0,650.0,550.0,11.0,32.3,73.8,,43.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1069_1451,EMK1069,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,590.0,500.0,,43.4,145.2,,39.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1069_1452,EMK1069,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,590.0,480.0,,51.7,116.4,,38.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1069_1453,EMK1069,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,540.0,440.0,,43.6,89.2,,32.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1070_1454,EMK1070,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,590.0,500.0,,46.6,127.6,,38.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1070_1455,EMK1070,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,590.0,480.0,,42.2,130.1,,38.6,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1070_1456,EMK1070,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,540.0,440.0,,59.7,88.8,,32.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1071_1457,EMK1071,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,590.0,500.0,,57.9,124.3,,38.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1071_1458,EMK1071,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,590.0,480.0,,57.6,86.2,,38.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1071_1459,EMK1071,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,540.0,440.0,,45.2,105.1,,34.0,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1072_1460,EMK1072,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,640.0,550.0,,39.3,76.6,,45.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1072_1461,EMK1072,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,640.0,530.0,,38.2,59.8,,45.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1072_1462,EMK1072,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,590.0,490.0,,42.8,142.4,,38.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1073_1463,EMK1073,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,640.0,550.0,,33.8,35.6,,45.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1073_1464,EMK1073,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,640.0,530.0,,22.4,63.1,,45.1,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1073_1465,EMK1073,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,590.0,490.0,,49.3,140.3,,40.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1074_1466,EMK1074,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,640.0,550.0,,39.7,57.5,,43.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1074_1467,EMK1074,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,640.0,530.0,,23.6,31.3,,45.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1074_1468,EMK1074,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,590.0,490.0,,43.5,123.2,,40.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1075_1469,EMK1075,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,700.0,620.0,,36.8,68.3,,49.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1075_1470,EMK1075,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,700.0,580.0,,23.2,68.1,,50.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1075_1471,EMK1075,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,650.0,560.0,,21.5,62.3,,46.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1076_1472,EMK1076,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,700.0,620.0,,38.1,51.2,,49.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1076_1473,EMK1076,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,700.0,580.0,,22.0,49.3,,49.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1076_1474,EMK1076,EMK_spec,0.25,1.7,1.5,0.7,2.0,0.8,0.16,0.5,,870.0,air,620.0,650.0,560.0,,31.0,76.1,,45.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1078_1475,EMK1078,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,850.0,770.0,,38.2,65.3,"Относительное удлинение, %",64.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1078_1476,EMK1078,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,770.0,710.0,,32.1,78.2,"Относительное удлинение, %",55.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1078_1477,EMK1078,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,720.0,670.0,,32.3,35.9,"Относительное удлинение, %",52.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1079_1478,EMK1079,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,980.0,960.0,8.0,22.6,55.5,,65.5,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1079_1479,EMK1079,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,900.0,850.0,8.0,28.1,66.1,,65.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1079_1480,EMK1079,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,870.0,539.4,8.0,25.7,,,64.3,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1080_1481,EMK1080,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,980.0,960.0,8.0,26.1,50.3,,66.9,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1080_1482,EMK1080,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,900.0,850.0,8.0,29.3,61.7,,66.7,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1080_1483,EMK1080,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,870.0,539.4,8.0,23.8,,,63.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1081_1484,EMK1081,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,980.0,960.0,8.0,38.3,66.9,,64.8,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1081_1485,EMK1081,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,900.0,850.0,8.0,31.0,30.0,,66.4,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1081_1486,EMK1081,EMK_spec,0.25,1.7,1.5,1.5,2.0,0.8,0.16,0.5,,870.0,air,620.0,870.0,539.4,8.0,34.9,,,64.2,pretrain,emk_spec_verified,low_alloy_normalized
emk_EMK1094_1488,EMK1094,EMK_spec,0.05,20.0,13.0,0.5,0.35,0.5,0.0,,,,,,900.0,770.0,25.0,50.0,79.7,,70.0,pretrain,emk_spec_verified,stainless_ferritic
emk_EMK1106_1489,EMK1106,EMK_spec,0.4,2.0,25.5,0.5,20.5,1.75,0.0,,,1040.0,air,480.0,450.0,240.0,10.0,40.3,142.0,,26.2,pretrain,emk_spec_verified,stainless_PH
emk_EMK1138_1492,EMK1138,EMK_spec,0.05,20.0,14.0,0.475,1.5,0.45,0.0,,,1020.0,water,,900.0,770.0,,50.0,71.8,,70.0,pretrain,emk_spec_verified,stainless_duplex
emk_EMK1140_1493,EMK1140,EMK_spec,1.2,12.5,0.5,,,0.5,0.0,,,1050.0,water,,590.0,295.0,25.0,51.6,101.1,,39.0,pretrain,emk_spec_verified,high_Mn_austenitic
